date,commodity,market,modal_price,pct_change,zscore,streak_length,anomaly_flag,anomaly_type,anomaly_score,observation_count,anomaly_status,explanation
2024-11-08,Apple,Bharuch,5000.0,0.0,,8,True,stale_price,30.0,44,ok,Anomaly detected: price has not changed for 8 consecutive reports.
2024-11-09,Apple,Bharuch,5000.0,0.0,,9,True,stale_price,30.0,45,ok,Anomaly detected: price has not changed for 9 consecutive reports.
2024-11-10,Apple,Bharuch,5900.0,18.0,inf,1,True,statistical_outlier,40.0,46,ok,Anomaly detected: price is far outside its recent normal range.
2024-11-11,Apple,Bharuch,4000.0,-32.2,-3.32,1,False,none,0.0,47,ok,No unusual price behaviour detected.
2024-11-14,Apple,Bharuch,5000.0,25.0,0.03,1,False,none,0.0,48,ok,No unusual price behaviour detected.
2024-11-15,Apple,Bharuch,5500.0,10.0,0.94,1,False,none,0.0,49,ok,No unusual price behaviour detected.
2024-11-16,Apple,Bharuch,5500.0,0.0,0.76,2,False,none,0.0,50,ok,No unusual price behaviour detected.
2024-11-18,Apple,Bharuch,6000.0,9.09,1.44,1,False,none,0.0,51,ok,No unusual price behaviour detected.
2024-11-20,Apple,Bharuch,6000.0,0.0,1.07,2,False,none,0.0,52,ok,No unusual price behaviour detected.
2024-11-21,Apple,Bharuch,6000.0,0.0,0.81,3,False,none,0.0,53,ok,No unusual price behaviour detected.
2024-11-22,Apple,Bharuch,5000.0,-16.67,-0.59,1,False,none,0.0,54,ok,No unusual price behaviour detected.
2024-11-23,Apple,Bharuch,5000.0,0.0,-1.27,2,False,none,0.0,55,ok,No unusual price behaviour detected.
2024-11-24,Apple,Bharuch,5000.0,0.0,-1.27,3,False,none,0.0,56,ok,No unusual price behaviour detected.
2024-11-25,Apple,Bharuch,5000.0,0.0,-1.0,4,False,none,0.0,57,ok,No unusual price behaviour detected.
2024-11-28,Apple,Bharuch,5000.0,0.0,-0.8,5,False,none,0.0,58,ok,No unusual price behaviour detected.
2024-11-29,Apple,Bharuch,5000.0,0.0,-0.59,6,False,none,0.0,59,ok,No unusual price behaviour detected.
2024-12-11,Apple,Bharuch,7000.0,40.0,4.91,1,True,statistical_outlier,40.0,60,ok,Anomaly detected: price is far outside its recent normal range.
2024-12-19,Apple,Bharuch,5000.0,-28.57,-0.38,1,False,none,0.0,61,ok,No unusual price behaviour detected.
2024-12-24,Apple,Bharuch,5000.0,0.0,-0.38,2,False,none,0.0,62,ok,No unusual price behaviour detected.
2025-01-23,Apple,Bharuch,5000.0,0.0,-0.38,3,False,none,0.0,63,ok,No unusual price behaviour detected.
2025-02-07,Apple,Bharuch,7000.0,40.0,2.27,1,False,none,0.0,64,ok,No unusual price behaviour detected.
2025-02-12,Apple,Bharuch,6000.0,-14.29,0.44,1,False,none,0.0,65,ok,No unusual price behaviour detected.
2025-02-24,Apple,Bharuch,5000.0,-16.67,-0.75,1,False,none,0.0,66,ok,No unusual price behaviour detected.
2025-03-01,Apple,Bharuch,6000.0,20.0,0.3,1,False,none,0.0,67,ok,No unusual price behaviour detected.
2025-03-02,Apple,Bharuch,6500.0,8.33,1.18,1,False,none,0.0,68,ok,No unusual price behaviour detected.
2025-03-03,Apple,Bharuch,6000.0,-7.69,0.26,1,False,none,0.0,69,ok,No unusual price behaviour detected.
2025-03-06,Apple,Bharuch,6000.0,0.0,0.1,2,False,none,0.0,70,ok,No unusual price behaviour detected.
2025-03-07,Apple,Bharuch,5000.0,-16.67,-1.76,1,False,none,0.0,71,ok,No unusual price behaviour detected.
2025-03-13,Apple,Bharuch,6000.0,20.0,0.38,1,False,none,0.0,72,ok,No unusual price behaviour detected.
2025-03-14,Apple,Bharuch,6500.0,8.33,1.26,1,False,none,0.0,73,ok,No unusual price behaviour detected.
2025-03-24,Apple,Bharuch,6000.0,-7.69,0.0,1,False,none,0.0,74,ok,No unusual price behaviour detected.
2025-04-02,Apple,Bharuch,6000.0,0.0,0.0,2,False,none,0.0,75,ok,No unusual price behaviour detected.
2025-04-03,Apple,Bharuch,6500.0,8.33,1.27,1,False,none,0.0,76,ok,No unusual price behaviour detected.
2025-04-04,Apple,Bharuch,6500.0,0.0,1.0,2,False,none,0.0,77,ok,No unusual price behaviour detected.
2025-04-05,Apple,Bharuch,7000.0,7.69,1.74,1,False,none,0.0,78,ok,No unusual price behaviour detected.
2025-04-06,Apple,Bharuch,6500.0,-7.14,0.38,1,False,none,0.0,79,ok,No unusual price behaviour detected.
2025-04-07,Apple,Bharuch,7000.0,7.69,1.66,1,False,none,0.0,80,ok,No unusual price behaviour detected.
2025-04-09,Apple,Bharuch,8000.0,14.29,3.67,1,False,none,0.0,81,ok,No unusual price behaviour detected.
2025-04-10,Apple,Bharuch,8000.0,0.0,1.91,2,False,none,0.0,82,ok,No unusual price behaviour detected.
2025-04-23,Apple,Bharuch,10000.0,25.0,4.35,1,True,statistical_outlier,40.0,83,ok,Anomaly detected: price is far outside its recent normal range.
2025-05-01,Apple,Bharuch,10000.0,0.0,1.96,2,False,none,0.0,84,ok,No unusual price behaviour detected.
2025-05-02,Apple,Bharuch,10000.0,0.0,1.35,3,False,none,0.0,85,ok,No unusual price behaviour detected.
2025-05-05,Apple,Bharuch,10000.0,0.0,1.0,4,False,none,0.0,86,ok,No unusual price behaviour detected.
2025-05-06,Apple,Bharuch,11000.0,10.0,1.55,1,False,none,0.0,87,ok,No unusual price behaviour detected.
2025-05-16,Apple,Bharuch,10000.0,-9.09,0.38,1,False,none,0.0,88,ok,No unusual price behaviour detected.
2025-05-17,Apple,Bharuch,9000.0,-10.0,-0.95,1,False,none,0.0,89,ok,No unusual price behaviour detected.
2025-05-19,Apple,Bharuch,9000.0,0.0,-1.73,2,False,none,0.0,90,ok,No unusual price behaviour detected.
2025-05-20,Apple,Bharuch,10000.0,11.11,0.21,1,False,none,0.0,91,ok,No unusual price behaviour detected.
2025-05-27,Apple,Bharuch,10000.0,0.0,0.21,2,False,none,0.0,92,ok,No unusual price behaviour detected.
2025-07-08,Apple,Bharuch,5000.0,-50.0,-7.04,1,True,statistical_outlier,40.0,93,ok,Anomaly detected: price is far outside its recent normal range.
2025-07-19,Apple,Bharuch,5000.0,0.0,-2.12,2,False,none,0.0,94,ok,No unusual price behaviour detected.
2025-08-14,Apple,Bharuch,5000.0,0.0,-1.44,3,False,none,0.0,95,ok,No unusual price behaviour detected.
2024-08-31,Apple,Gondal(Veg.market Gondal),10500.0,,,1,False,none,0.0,1,insufficient_data,Insufficient historical data to reliably check for anomalies.
2024-09-01,Apple,Gondal(Veg.market Gondal),9500.0,-9.52,,1,False,none,0.0,2,insufficient_data,Insufficient historical data to reliably check for anomalies.
2024-09-03,Apple,Gondal(Veg.market Gondal),10000.0,5.26,,1,False,none,0.0,3,insufficient_data,Insufficient historical data to reliably check for anomalies.
2024-09-04,Apple,Gondal(Veg.market Gondal),11000.0,10.0,2.0,1,False,none,0.0,4,insufficient_data,Insufficient historical data to reliably check for anomalies.
2024-09-05,Apple,Gondal(Veg.market Gondal),9750.0,-11.36,-0.77,1,False,none,0.0,5,ok,No unusual price behaviour detected.
2024-09-06,Apple,Gondal(Veg.market Gondal),9500.0,-2.56,-1.08,1,False,none,0.0,6,ok,No unusual price behaviour detected.
2024-09-07,Apple,Gondal(Veg.market Gondal),8500.0,-10.53,-2.57,1,False,none,0.0,7,ok,No unusual price behaviour detected.
2024-09-08,Apple,Gondal(Veg.market Gondal),9250.0,8.82,-0.71,1,False,none,0.0,8,ok,No unusual price behaviour detected.
2024-09-09,Apple,Gondal(Veg.market Gondal),9500.0,2.7,-0.19,1,False,none,0.0,9,ok,No unusual price behaviour detected.
2024-09-10,Apple,Gondal(Veg.market Gondal),9500.0,0.0,-0.19,2,False,none,0.0,10,ok,No unusual price behaviour detected.
2024-09-11,Apple,Gondal(Veg.market Gondal),9500.0,0.0,-0.1,3,False,none,0.0,11,ok,No unusual price behaviour detected.
2024-09-12,Apple,Gondal(Veg.market Gondal),7000.0,-26.32,-5.83,1,True,statistical_outlier,40.0,12,ok,Anomaly detected: price is far outside its recent normal range.
2024-09-13,Apple,Gondal(Veg.market Gondal),7500.0,7.14,-1.56,1,False,none,0.0,13,ok,No unusual price behaviour detected.
2024-09-14,Apple,Gondal(Veg.market Gondal),9000.0,20.0,0.31,1,False,none,0.0,14,ok,No unusual price behaviour detected.
2024-09-15,Apple,Gondal(Veg.market Gondal),7000.0,-22.22,-1.67,1,False,none,0.0,15,ok,No unusual price behaviour detected.
2024-09-16,Apple,Gondal(Veg.market Gondal),8500.0,21.43,0.06,1,False,none,0.0,16,ok,No unusual price behaviour detected.
2024-09-17,Apple,Gondal(Veg.market Gondal),9250.0,8.82,0.87,1,False,none,0.0,17,ok,No unusual price behaviour detected.
2024-09-18,Apple,Gondal(Veg.market Gondal),8000.0,-13.51,-0.23,1,False,none,0.0,18,ok,No unusual price behaviour detected.
2024-09-19,Apple,Gondal(Veg.market Gondal),7000.0,-12.5,-1.13,1,False,none,0.0,19,ok,No unusual price behaviour detected.
2024-09-20,Apple,Gondal(Veg.market Gondal),7500.0,7.14,-0.58,1,False,none,0.0,20,ok,No unusual price behaviour detected.
2024-09-21,Apple,Gondal(Veg.market Gondal),6500.0,-13.33,-1.67,1,False,none,0.0,21,ok,No unusual price behaviour detected.
2024-09-22,Apple,Gondal(Veg.market Gondal),8000.0,23.08,0.33,1,False,none,0.0,22,ok,No unusual price behaviour detected.
2024-09-23,Apple,Gondal(Veg.market Gondal),7000.0,-12.5,-0.89,1,False,none,0.0,23,ok,No unusual price behaviour detected.
2024-09-24,Apple,Gondal(Veg.market Gondal),8000.0,14.29,0.43,1,False,none,0.0,24,ok,No unusual price behaviour detected.
2024-09-25,Apple,Gondal(Veg.market Gondal),7000.0,-12.5,-0.71,1,False,none,0.0,25,ok,No unusual price behaviour detected.
2024-09-26,Apple,Gondal(Veg.market Gondal),6000.0,-14.29,-2.27,1,False,none,0.0,26,ok,No unusual price behaviour detected.
2024-09-27,Apple,Gondal(Veg.market Gondal),8000.0,33.33,1.15,1,False,none,0.0,27,ok,No unusual price behaviour detected.
2024-09-28,Apple,Gondal(Veg.market Gondal),6000.0,-25.0,-1.5,1,False,none,0.0,28,ok,No unusual price behaviour detected.
2024-09-29,Apple,Gondal(Veg.market Gondal),5750.0,-4.17,-1.55,1,False,none,0.0,29,ok,No unusual price behaviour detected.
2024-09-30,Apple,Gondal(Veg.market Gondal),6000.0,4.35,-0.87,1,False,none,0.0,30,ok,No unusual price behaviour detected.
2024-10-01,Apple,Gondal(Veg.market Gondal),5500.0,-8.33,-1.19,1,False,none,0.0,31,ok,No unusual price behaviour detected.
2024-10-02,Apple,Gondal(Veg.market Gondal),6000.0,9.09,-0.37,1,False,none,0.0,32,ok,No unusual price behaviour detected.
2024-10-03,Apple,Gondal(Veg.market Gondal),6250.0,4.17,0.09,1,False,none,0.0,33,ok,No unusual price behaviour detected.
2024-10-04,Apple,Gondal(Veg.market Gondal),5750.0,-8.0,-0.56,1,False,none,0.0,34,ok,No unusual price behaviour detected.
2024-10-05,Apple,Gondal(Veg.market Gondal),5500.0,-4.35,-1.61,1,False,none,0.0,35,ok,No unusual price behaviour detected.
2024-10-06,Apple,Gondal(Veg.market Gondal),6000.0,9.09,0.64,1,False,none,0.0,36,ok,No unusual price behaviour detected.
2024-10-07,Apple,Gondal(Veg.market Gondal),5500.0,-8.33,-1.26,1,False,none,0.0,37,ok,No unusual price behaviour detected.
2024-10-08,Apple,Gondal(Veg.market Gondal),6250.0,13.64,1.53,1,False,none,0.0,38,ok,No unusual price behaviour detected.
2024-10-09,Apple,Gondal(Veg.market Gondal),6000.0,-4.0,0.34,1,False,none,0.0,39,ok,No unusual price behaviour detected.
2024-10-10,Apple,Gondal(Veg.market Gondal),6750.0,12.5,2.69,1,False,none,0.0,40,ok,No unusual price behaviour detected.
2024-10-11,Apple,Gondal(Veg.market Gondal),5000.0,-25.93,-2.18,1,False,none,0.0,41,ok,No unusual price behaviour detected.
2024-10-12,Apple,Gondal(Veg.market Gondal),5500.0,10.0,-0.62,1,False,none,0.0,42,ok,No unusual price behaviour detected.
2024-10-13,Apple,Gondal(Veg.market Gondal),6250.0,13.64,0.68,1,False,none,0.0,43,ok,No unusual price behaviour detected.
2024-10-15,Apple,Gondal(Veg.market Gondal),5250.0,-16.0,-1.08,1,False,none,0.0,44,ok,No unusual price behaviour detected.
2024-10-16,Apple,Gondal(Veg.market Gondal),6000.0,14.29,0.23,1,False,none,0.0,45,ok,No unusual price behaviour detected.
2024-10-17,Apple,Gondal(Veg.market Gondal),5500.0,-8.33,-0.53,1,False,none,0.0,46,ok,No unusual price behaviour detected.
2024-10-18,Apple,Gondal(Veg.market Gondal),5750.0,4.55,0.0,1,False,none,0.0,47,ok,No unusual price behaviour detected.
2024-10-19,Apple,Gondal(Veg.market Gondal),5000.0,-13.04,-1.41,1,False,none,0.0,48,ok,No unusual price behaviour detected.
2024-10-20,Apple,Gondal(Veg.market Gondal),5500.0,10.0,-0.25,1,False,none,0.0,49,ok,No unusual price behaviour detected.
2024-10-21,Apple,Gondal(Veg.market Gondal),5000.0,-9.09,-1.41,1,False,none,0.0,50,ok,No unusual price behaviour detected.
2024-10-22,Apple,Gondal(Veg.market Gondal),5500.0,10.0,0.19,1,False,none,0.0,51,ok,No unusual price behaviour detected.
2024-10-24,Apple,Gondal(Veg.market Gondal),5750.0,4.55,0.78,1,False,none,0.0,52,ok,No unusual price behaviour detected.
2024-10-25,Apple,Gondal(Veg.market Gondal),5500.0,-4.35,0.23,1,False,none,0.0,53,ok,No unusual price behaviour detected.
2024-10-26,Apple,Gondal(Veg.market Gondal),6500.0,18.18,3.42,1,False,none,0.0,54,ok,No unusual price behaviour detected.
2024-10-27,Apple,Gondal(Veg.market Gondal),5500.0,-15.38,-0.07,1,False,none,0.0,55,ok,No unusual price behaviour detected.
2024-10-28,Apple,Gondal(Veg.market Gondal),6000.0,9.09,0.87,1,False,none,0.0,56,ok,No unusual price behaviour detected.
2024-10-29,Apple,Gondal(Veg.market Gondal),6000.0,0.0,0.68,2,False,none,0.0,57,ok,No unusual price behaviour detected.
2024-10-30,Apple,Gondal(Veg.market Gondal),6250.0,4.17,1.15,1,False,none,0.0,58,ok,No unusual price behaviour detected.
2024-10-31,Apple,Gondal(Veg.market Gondal),6000.0,-4.0,0.19,1,False,none,0.0,59,ok,No unusual price behaviour detected.
2024-11-04,Apple,Gondal(Veg.market Gondal),5500.0,-8.33,-1.27,1,False,none,0.0,60,ok,No unusual price behaviour detected.
2024-11-05,Apple,Gondal(Veg.market Gondal),5750.0,4.55,-0.59,1,False,none,0.0,61,ok,No unusual price behaviour detected.
2024-11-06,Apple,Gondal(Veg.market Gondal),6000.0,4.35,0.5,1,False,none,0.0,62,ok,No unusual price behaviour detected.
2024-11-07,Apple,Gondal(Veg.market Gondal),6000.0,0.0,0.3,2,False,none,0.0,63,ok,No unusual price behaviour detected.
2024-11-08,Apple,Gondal(Veg.market Gondal),5750.0,-4.17,-0.75,1,False,none,0.0,64,ok,No unusual price behaviour detected.
2024-11-09,Apple,Gondal(Veg.market Gondal),5250.0,-8.7,-2.63,1,False,none,0.0,65,ok,No unusual price behaviour detected.
2024-11-10,Apple,Gondal(Veg.market Gondal),5750.0,9.52,0.0,1,False,none,0.0,66,ok,No unusual price behaviour detected.
2024-11-11,Apple,Gondal(Veg.market Gondal),10000.0,73.91,16.04,1,True,"price_spike,statistical_outlier",85.0,67,ok,Anomaly detected: price jumped 73.9% in a single day; price is far outside its recent normal range.
2024-11-12,Apple,Gondal(Veg.market Gondal),7000.0,-30.0,0.4,1,False,none,0.0,68,ok,No unusual price behaviour detected.
2024-11-13,Apple,Gondal(Veg.market Gondal),6500.0,-7.14,-0.02,1,False,none,0.0,69,ok,No unusual price behaviour detected.
2024-11-14,Apple,Gondal(Veg.market Gondal),7500.0,15.38,0.56,1,False,none,0.0,70,ok,No unusual price behaviour detected.
2024-11-15,Apple,Gondal(Veg.market Gondal),6500.0,-13.33,-0.2,1,False,none,0.0,71,ok,No unusual price behaviour detected.
2024-11-16,Apple,Gondal(Veg.market Gondal),7000.0,7.69,0.05,1,False,none,0.0,72,ok,No unusual price behaviour detected.
2024-11-18,Apple,Gondal(Veg.market Gondal),8750.0,25.0,1.16,1,False,none,0.0,73,ok,No unusual price behaviour detected.
2024-11-19,Apple,Gondal(Veg.market Gondal),10500.0,20.0,2.22,1,False,none,0.0,74,ok,No unusual price behaviour detected.
2024-11-20,Apple,Gondal(Veg.market Gondal),7500.0,-28.57,-0.12,1,False,none,0.0,75,ok,No unusual price behaviour detected.
2024-11-21,Apple,Gondal(Veg.market Gondal),6500.0,-13.33,-0.87,1,False,none,0.0,76,ok,No unusual price behaviour detected.
2024-11-22,Apple,Gondal(Veg.market Gondal),11000.0,69.23,2.26,1,True,price_spike,45.0,77,ok,Anomaly detected: price jumped 69.2% in a single day.
2024-11-23,Apple,Gondal(Veg.market Gondal),8000.0,-27.27,-0.13,1,False,none,0.0,78,ok,No unusual price behaviour detected.
2024-11-24,Apple,Gondal(Veg.market Gondal),8000.0,0.0,-0.27,2,False,none,0.0,79,ok,No unusual price behaviour detected.
2024-11-25,Apple,Gondal(Veg.market Gondal),5250.0,-34.38,-2.07,1,False,none,0.0,80,ok,No unusual price behaviour detected.
2024-11-28,Apple,Gondal(Veg.market Gondal),9500.0,80.95,0.68,1,True,price_spike,45.0,81,ok,Anomaly detected: price jumped 81.0% in a single day.
2024-11-29,Apple,Gondal(Veg.market Gondal),7500.0,-21.05,-0.25,1,False,none,0.0,82,ok,No unusual price behaviour detected.
2024-11-30,Apple,Gondal(Veg.market Gondal),9000.0,20.0,0.55,1,False,none,0.0,83,ok,No unusual price behaviour detected.
2024-12-02,Apple,Gondal(Veg.market Gondal),8500.0,-5.56,0.1,1,False,none,0.0,84,ok,No unusual price behaviour detected.
2024-12-03,Apple,Gondal(Veg.market Gondal),7000.0,-17.65,-0.7,1,False,none,0.0,85,ok,No unusual price behaviour detected.
2024-12-04,Apple,Gondal(Veg.market Gondal),9000.0,28.57,0.83,1,False,none,0.0,86,ok,No unusual price behaviour detected.
2024-12-05,Apple,Gondal(Veg.market Gondal),13000.0,44.44,3.38,1,False,none,0.0,87,ok,No unusual price behaviour detected.
2024-12-06,Apple,Gondal(Veg.market Gondal),6500.0,-50.0,-1.32,1,False,none,0.0,88,ok,No unusual price behaviour detected.
2024-12-07,Apple,Gondal(Veg.market Gondal),13000.0,100.0,2.02,1,True,price_spike,45.0,89,ok,Anomaly detected: price jumped 100.0% in a single day.
2024-12-08,Apple,Gondal(Veg.market Gondal),10250.0,-21.15,0.31,1,False,none,0.0,90,ok,No unusual price behaviour detected.
2024-12-09,Apple,Gondal(Veg.market Gondal),7000.0,-31.71,-0.99,1,False,none,0.0,91,ok,No unusual price behaviour detected.
2024-12-10,Apple,Gondal(Veg.market Gondal),8000.0,14.29,-0.5,1,False,none,0.0,92,ok,No unusual price behaviour detected.
2024-12-12,Apple,Gondal(Veg.market Gondal),9000.0,12.5,-0.2,1,False,none,0.0,93,ok,No unusual price behaviour detected.
2024-12-13,Apple,Gondal(Veg.market Gondal),11500.0,27.78,0.74,1,False,none,0.0,94,ok,No unusual price behaviour detected.
2024-12-14,Apple,Gondal(Veg.market Gondal),8500.0,-26.09,-0.34,1,False,none,0.0,95,ok,No unusual price behaviour detected.
2024-12-15,Apple,Gondal(Veg.market Gondal),12000.0,41.18,1.14,1,False,none,0.0,96,ok,No unusual price behaviour detected.
2024-12-16,Apple,Gondal(Veg.market Gondal),8000.0,-33.33,-0.79,1,False,none,0.0,97,ok,No unusual price behaviour detected.
2024-12-17,Apple,Gondal(Veg.market Gondal),9000.0,12.5,-0.08,1,False,none,0.0,98,ok,No unusual price behaviour detected.
2024-12-18,Apple,Gondal(Veg.market Gondal),9000.0,0.0,-0.26,2,False,none,0.0,99,ok,No unusual price behaviour detected.
2024-12-20,Apple,Gondal(Veg.market Gondal),10500.0,16.67,0.6,1,False,none,0.0,100,ok,No unusual price behaviour detected.
2024-12-23,Apple,Gondal(Veg.market Gondal),10000.0,-4.76,0.14,1,False,none,0.0,101,ok,No unusual price behaviour detected.
2024-12-24,Apple,Gondal(Veg.market Gondal),11250.0,12.5,1.23,1,False,none,0.0,102,ok,No unusual price behaviour detected.
2024-12-25,Apple,Gondal(Veg.market Gondal),12000.0,6.67,1.45,1,False,none,0.0,103,ok,No unusual price behaviour detected.
2024-12-26,Apple,Gondal(Veg.market Gondal),11000.0,-8.33,0.74,1,False,none,0.0,104,ok,No unusual price behaviour detected.
2024-12-27,Apple,Gondal(Veg.market Gondal),8500.0,-22.73,-1.67,1,False,none,0.0,105,ok,No unusual price behaviour detected.
2024-12-28,Apple,Gondal(Veg.market Gondal),10000.0,17.65,-0.26,1,False,none,0.0,106,ok,No unusual price behaviour detected.
2024-12-29,Apple,Gondal(Veg.market Gondal),9500.0,-5.0,-0.86,1,False,none,0.0,107,ok,No unusual price behaviour detected.
2024-12-30,Apple,Gondal(Veg.market Gondal),11000.0,15.79,0.58,1,False,none,0.0,108,ok,No unusual price behaviour detected.
2024-12-31,Apple,Gondal(Veg.market Gondal),9750.0,-11.36,-0.6,1,False,none,0.0,109,ok,No unusual price behaviour detected.
2025-01-02,Apple,Gondal(Veg.market Gondal),13500.0,38.46,2.79,1,False,none,0.0,110,ok,No unusual price behaviour detected.
2025-01-03,Apple,Gondal(Veg.market Gondal),14750.0,9.26,2.68,1,False,none,0.0,111,ok,No unusual price behaviour detected.
2025-01-04,Apple,Gondal(Veg.market Gondal),13500.0,-8.47,1.09,1,False,none,0.0,112,ok,No unusual price behaviour detected.
2025-01-05,Apple,Gondal(Veg.market Gondal),11000.0,-18.52,-0.33,1,False,none,0.0,113,ok,No unusual price behaviour detected.
2025-01-06,Apple,Gondal(Veg.market Gondal),12500.0,13.64,0.31,1,False,none,0.0,114,ok,No unusual price behaviour detected.
2025-01-07,Apple,Gondal(Veg.market Gondal),10750.0,-14.0,-0.87,1,False,none,0.0,115,ok,No unusual price behaviour detected.
2025-01-08,Apple,Gondal(Veg.market Gondal),9750.0,-9.3,-1.39,1,False,none,0.0,116,ok,No unusual price behaviour detected.
2025-01-09,Apple,Gondal(Veg.market Gondal),10750.0,10.26,-0.83,1,False,none,0.0,117,ok,No unusual price behaviour detected.
