date,commodity,market,modal_price,risk_score,risk_level,volatility_score,trend_score,data_sufficiency,observation_count,risk_status,explanation
2025-05-20,Apple,Bharuch,10000.0,62.5,Medium,100.0,50.0,100.0,91,ok,Medium Risk because high price volatility and prices are relatively stable.
2025-05-27,Apple,Bharuch,10000.0,62.5,Medium,100.0,50.0,100.0,92,ok,Medium Risk because high price volatility and prices are relatively stable.
2025-07-08,Apple,Bharuch,5000.0,80.0,High,100.0,100.0,100.0,93,ok,High Risk because high price volatility and prices are trending downward.
2025-07-19,Apple,Bharuch,5000.0,80.0,High,100.0,100.0,100.0,94,ok,High Risk because high price volatility and prices are trending downward.
2025-08-14,Apple,Bharuch,5000.0,80.0,High,100.0,100.0,100.0,95,ok,High Risk because high price volatility and prices are trending downward.
2024-08-31,Apple,Gondal(Veg.market Gondal),10500.0,,,,,5.0,1,insufficient_data,Insufficient historical data to reliably estimate waiting risk.
2024-09-01,Apple,Gondal(Veg.market Gondal),9500.0,,,,,10.0,2,insufficient_data,Insufficient historical data to reliably estimate waiting risk.
2024-09-03,Apple,Gondal(Veg.market Gondal),10000.0,,,100.0,,15.0,3,insufficient_data,Insufficient historical data to reliably estimate waiting risk.
2024-09-04,Apple,Gondal(Veg.market Gondal),11000.0,,,100.0,,20.0,4,insufficient_data,Insufficient historical data to reliably estimate waiting risk.
2024-09-05,Apple,Gondal(Veg.market Gondal),9750.0,,,100.0,,25.0,5,insufficient_data,Insufficient historical data to reliably estimate waiting risk.
2024-09-06,Apple,Gondal(Veg.market Gondal),9500.0,,,100.0,,30.0,6,insufficient_data,Insufficient historical data to reliably estimate waiting risk.
2024-09-07,Apple,Gondal(Veg.market Gondal),8500.0,,,100.0,,35.0,7,insufficient_data,Insufficient historical data to reliably estimate waiting risk.
2024-09-08,Apple,Gondal(Veg.market Gondal),9250.0,88.39,High,100.0,89.68,40.0,8,ok,High Risk because high price volatility and prices are trending downward.
2024-09-09,Apple,Gondal(Veg.market Gondal),9500.0,73.5,High,100.0,50.0,45.0,9,ok,High Risk because high price volatility and prices are relatively stable.
2024-09-10,Apple,Gondal(Veg.market Gondal),9500.0,78.33,High,100.0,66.67,50.0,10,ok,High Risk because high price volatility and prices are trending downward.
2024-09-11,Apple,Gondal(Veg.market Gondal),9500.0,87.41,High,100.0,95.45,55.0,11,ok,High Risk because high price volatility and prices are trending downward.
2024-09-12,Apple,Gondal(Veg.market Gondal),7000.0,88.0,High,100.0,100.0,60.0,12,ok,High Risk because high price volatility and prices are trending downward.
2024-09-13,Apple,Gondal(Veg.market Gondal),7500.0,87.0,High,100.0,100.0,65.0,13,ok,High Risk because high price volatility and prices are trending downward.
2024-09-14,Apple,Gondal(Veg.market Gondal),9000.0,61.64,Medium,100.0,30.39,70.0,14,ok,Medium Risk because high price volatility and prices are trending upward.
2024-09-15,Apple,Gondal(Veg.market Gondal),7000.0,85.0,High,100.0,100.0,75.0,15,ok,High Risk because high price volatility and prices are trending downward.
2024-09-16,Apple,Gondal(Veg.market Gondal),8500.0,78.78,High,100.0,85.09,80.0,16,ok,High Risk because high price volatility and prices are trending downward.
2024-09-17,Apple,Gondal(Veg.market Gondal),9250.0,68.57,High,100.0,58.77,85.0,17,ok,High Risk because high price volatility and prices are relatively stable.
2024-09-18,Apple,Gondal(Veg.market Gondal),8000.0,82.0,High,100.0,100.0,90.0,18,ok,High Risk because high price volatility and prices are trending downward.
2024-09-19,Apple,Gondal(Veg.market Gondal),7000.0,63.5,Medium,100.0,50.0,95.0,19,ok,Medium Risk because high price volatility and prices are relatively stable.
2024-09-20,Apple,Gondal(Veg.market Gondal),7500.0,62.5,Medium,100.0,50.0,100.0,20,ok,Medium Risk because high price volatility and prices are relatively stable.
2024-09-21,Apple,Gondal(Veg.market Gondal),6500.0,80.0,High,100.0,100.0,100.0,21,ok,High Risk because high price volatility and prices are trending downward.
2024-09-22,Apple,Gondal(Veg.market Gondal),8000.0,45.83,Medium,100.0,2.38,100.0,22,ok,Medium Risk because high price volatility and prices are trending upward.
2024-09-23,Apple,Gondal(Veg.market Gondal),7000.0,80.0,High,100.0,100.0,100.0,23,ok,High Risk because high price volatility and prices are trending downward.
2024-09-24,Apple,Gondal(Veg.market Gondal),8000.0,78.27,High,100.0,95.05,100.0,24,ok,High Risk because high price volatility and prices are trending downward.
2024-09-25,Apple,Gondal(Veg.market Gondal),7000.0,77.08,High,100.0,91.67,100.0,25,ok,High Risk because high price volatility and prices are trending downward.
2024-09-26,Apple,Gondal(Veg.market Gondal),6000.0,79.17,High,100.0,97.62,100.0,26,ok,High Risk because high price volatility and prices are trending downward.
2024-09-27,Apple,Gondal(Veg.market Gondal),8000.0,54.72,Medium,100.0,27.78,100.0,27,ok,Medium Risk because high price volatility and prices are trending upward.
2024-09-28,Apple,Gondal(Veg.market Gondal),6000.0,71.47,High,100.0,75.64,100.0,28,ok,High Risk because high price volatility and prices are trending downward.
2024-09-29,Apple,Gondal(Veg.market Gondal),5750.0,80.0,High,100.0,100.0,100.0,29,ok,High Risk because high price volatility and prices are trending downward.
2024-09-30,Apple,Gondal(Veg.market Gondal),6000.0,79.17,High,100.0,97.62,100.0,30,ok,High Risk because high price volatility and prices are trending downward.
2024-10-01,Apple,Gondal(Veg.market Gondal),5500.0,80.0,High,100.0,100.0,100.0,31,ok,High Risk because high price volatility and prices are trending downward.
2024-10-02,Apple,Gondal(Veg.market Gondal),6000.0,79.17,High,100.0,97.62,100.0,32,ok,High Risk because high price volatility and prices are trending downward.
2024-10-03,Apple,Gondal(Veg.market Gondal),6250.0,57.64,Medium,100.0,36.11,100.0,33,ok,Medium Risk because high price volatility and prices are relatively stable.
2024-10-04,Apple,Gondal(Veg.market Gondal),5750.0,80.0,High,100.0,100.0,100.0,34,ok,High Risk because high price volatility and prices are trending downward.
2024-10-05,Apple,Gondal(Veg.market Gondal),5500.0,72.22,High,100.0,77.78,100.0,35,ok,High Risk because high price volatility and prices are trending downward.
2024-10-06,Apple,Gondal(Veg.market Gondal),6000.0,57.43,Medium,100.0,35.51,100.0,36,ok,Medium Risk because high price volatility and prices are relatively stable.
2024-10-07,Apple,Gondal(Veg.market Gondal),5500.0,72.22,High,100.0,77.78,100.0,37,ok,High Risk because high price volatility and prices are trending downward.
2024-10-08,Apple,Gondal(Veg.market Gondal),6250.0,46.59,Medium,100.0,4.55,100.0,38,ok,Medium Risk because high price volatility and prices are trending upward.
2024-10-09,Apple,Gondal(Veg.market Gondal),6000.0,62.5,Medium,100.0,50.0,100.0,39,ok,Medium Risk because high price volatility and prices are relatively stable.
2024-10-10,Apple,Gondal(Veg.market Gondal),6750.0,53.17,Medium,100.0,23.33,100.0,40,ok,Medium Risk because high price volatility and prices are trending upward.
2024-10-11,Apple,Gondal(Veg.market Gondal),5000.0,77.72,High,100.0,93.48,100.0,41,ok,High Risk because high price volatility and prices are trending downward.
2024-10-12,Apple,Gondal(Veg.market Gondal),5500.0,62.5,Medium,100.0,50.0,100.0,42,ok,Medium Risk because high price volatility and prices are relatively stable.
2024-10-13,Apple,Gondal(Veg.market Gondal),6250.0,57.64,Medium,100.0,36.11,100.0,43,ok,Medium Risk because high price volatility and prices are relatively stable.
2024-10-15,Apple,Gondal(Veg.market Gondal),5250.0,67.8,High,100.0,65.15,100.0,44,ok,High Risk because high price volatility and prices are relatively stable.
2024-10-16,Apple,Gondal(Veg.market Gondal),6000.0,67.17,High,100.0,63.33,100.0,45,ok,High Risk because high price volatility and prices are relatively stable.
2024-10-17,Apple,Gondal(Veg.market Gondal),5500.0,72.22,High,100.0,77.78,100.0,46,ok,High Risk because high price volatility and prices are trending downward.
2024-10-18,Apple,Gondal(Veg.market Gondal),5750.0,79.78,High,100.0,99.38,100.0,47,ok,High Risk because high price volatility and prices are trending downward.
2024-10-19,Apple,Gondal(Veg.market Gondal),5000.0,62.5,Medium,100.0,50.0,100.0,48,ok,Medium Risk because high price volatility and prices are relatively stable.
2024-10-20,Apple,Gondal(Veg.market Gondal),5500.0,62.5,Medium,100.0,50.0,100.0,49,ok,Medium Risk because high price volatility and prices are relatively stable.
2024-10-21,Apple,Gondal(Veg.market Gondal),5000.0,80.0,High,100.0,100.0,100.0,50,ok,High Risk because high price volatility and prices are trending downward.
2024-10-22,Apple,Gondal(Veg.market Gondal),5500.0,56.94,Medium,100.0,34.13,100.0,51,ok,Medium Risk because high price volatility and prices are relatively stable.
2024-10-24,Apple,Gondal(Veg.market Gondal),5750.0,67.36,High,100.0,63.89,100.0,52,ok,High Risk because high price volatility and prices are relatively stable.
2024-10-25,Apple,Gondal(Veg.market Gondal),5500.0,62.5,Medium,100.0,50.0,100.0,53,ok,Medium Risk because high price volatility and prices are relatively stable.
2024-10-26,Apple,Gondal(Veg.market Gondal),6500.0,47.28,Medium,100.0,6.52,100.0,54,ok,Medium Risk because high price volatility and prices are trending upward.
2024-10-27,Apple,Gondal(Veg.market Gondal),5500.0,50.83,Medium,100.0,16.67,100.0,55,ok,Medium Risk because high price volatility and prices are trending upward.
2024-10-28,Apple,Gondal(Veg.market Gondal),6000.0,51.89,Medium,100.0,19.7,100.0,56,ok,Medium Risk because high price volatility and prices are trending upward.
2024-10-29,Apple,Gondal(Veg.market Gondal),6000.0,45.0,Medium,100.0,0.0,100.0,57,ok,Medium Risk because high price volatility and prices are trending upward.
2024-10-30,Apple,Gondal(Veg.market Gondal),6250.0,46.59,Medium,100.0,4.55,100.0,58,ok,Medium Risk because high price volatility and prices are trending upward.
2024-10-31,Apple,Gondal(Veg.market Gondal),6000.0,57.43,Medium,100.0,35.51,100.0,59,ok,Medium Risk because high price volatility and prices are relatively stable.
2024-11-04,Apple,Gondal(Veg.market Gondal),5500.0,62.5,Medium,100.0,50.0,100.0,60,ok,Medium Risk because high price volatility and prices are relatively stable.
2024-11-05,Apple,Gondal(Veg.market Gondal),5750.0,75.96,High,100.0,88.46,100.0,61,ok,High Risk because high price volatility and prices are trending downward.
2024-11-06,Apple,Gondal(Veg.market Gondal),6000.0,51.89,Medium,100.0,19.7,100.0,62,ok,Medium Risk because high price volatility and prices are trending upward.
2024-11-07,Apple,Gondal(Veg.market Gondal),6000.0,61.33,Medium,97.4,50.0,100.0,63,ok,Medium Risk because high price volatility and prices are relatively stable.
2024-11-08,Apple,Gondal(Veg.market Gondal),5750.0,67.36,High,100.0,63.89,100.0,64,ok,High Risk because high price volatility and prices are relatively stable.
2024-11-09,Apple,Gondal(Veg.market Gondal),5250.0,80.0,High,100.0,100.0,100.0,65,ok,High Risk because high price volatility and prices are trending downward.
2024-11-10,Apple,Gondal(Veg.market Gondal),5750.0,67.36,High,100.0,63.89,100.0,66,ok,High Risk because high price volatility and prices are relatively stable.
2024-11-11,Apple,Gondal(Veg.market Gondal),10000.0,45.0,Medium,100.0,0.0,100.0,67,ok,Medium Risk because high price volatility and prices are trending upward.
2024-11-12,Apple,Gondal(Veg.market Gondal),7000.0,45.0,Medium,100.0,0.0,100.0,68,ok,Medium Risk because high price volatility and prices are trending upward.
2024-11-13,Apple,Gondal(Veg.market Gondal),6500.0,52.78,Medium,100.0,22.22,100.0,69,ok,Medium Risk because high price volatility and prices are trending upward.
2024-11-14,Apple,Gondal(Veg.market Gondal),7500.0,45.0,Medium,100.0,0.0,100.0,70,ok,Medium Risk because high price volatility and prices are trending upward.
2024-11-15,Apple,Gondal(Veg.market Gondal),6500.0,47.28,Medium,100.0,6.52,100.0,71,ok,Medium Risk because high price volatility and prices are trending upward.
2024-11-16,Apple,Gondal(Veg.market Gondal),7000.0,45.0,Medium,100.0,0.0,100.0,72,ok,Medium Risk because high price volatility and prices are trending upward.
2024-11-18,Apple,Gondal(Veg.market Gondal),8750.0,45.0,Medium,100.0,0.0,100.0,73,ok,Medium Risk because high price volatility and prices are trending upward.
2024-11-19,Apple,Gondal(Veg.market Gondal),10500.0,56.67,Medium,100.0,33.33,100.0,74,ok,Medium Risk because high price volatility and prices are relatively stable.
2024-11-20,Apple,Gondal(Veg.market Gondal),7500.0,54.17,Medium,100.0,26.19,100.0,75,ok,Medium Risk because high price volatility and prices are trending upward.
2024-11-21,Apple,Gondal(Veg.market Gondal),6500.0,62.5,Medium,100.0,50.0,100.0,76,ok,Medium Risk because high price volatility and prices are relatively stable.
2024-11-22,Apple,Gondal(Veg.market Gondal),11000.0,45.0,Medium,100.0,0.0,100.0,77,ok,Medium Risk because high price volatility and prices are trending upward.
2024-11-23,Apple,Gondal(Veg.market Gondal),8000.0,45.0,Medium,100.0,0.0,100.0,78,ok,Medium Risk because high price volatility and prices are trending upward.
2024-11-24,Apple,Gondal(Veg.market Gondal),8000.0,45.83,Medium,100.0,2.38,100.0,79,ok,Medium Risk because high price volatility and prices are trending upward.
2024-11-25,Apple,Gondal(Veg.market Gondal),5250.0,80.0,High,100.0,100.0,100.0,80,ok,High Risk because high price volatility and prices are trending downward.
2024-11-28,Apple,Gondal(Veg.market Gondal),9500.0,73.61,High,100.0,81.75,100.0,81,ok,High Risk because high price volatility and prices are trending downward.
2024-11-29,Apple,Gondal(Veg.market Gondal),7500.0,62.5,Medium,100.0,50.0,100.0,82,ok,Medium Risk because high price volatility and prices are relatively stable.
2024-11-30,Apple,Gondal(Veg.market Gondal),9000.0,45.0,Medium,100.0,0.0,100.0,83,ok,Medium Risk because high price volatility and prices are trending upward.
2024-12-02,Apple,Gondal(Veg.market Gondal),8500.0,80.0,High,100.0,100.0,100.0,84,ok,High Risk because high price volatility and prices are trending downward.
2024-12-03,Apple,Gondal(Veg.market Gondal),7000.0,77.08,High,100.0,91.67,100.0,85,ok,High Risk because high price volatility and prices are trending downward.
2024-12-04,Apple,Gondal(Veg.market Gondal),9000.0,47.92,Medium,100.0,8.33,100.0,86,ok,Medium Risk because high price volatility and prices are trending upward.
2024-12-05,Apple,Gondal(Veg.market Gondal),13000.0,45.0,Medium,100.0,0.0,100.0,87,ok,Medium Risk because high price volatility and prices are trending upward.
2024-12-06,Apple,Gondal(Veg.market Gondal),6500.0,80.0,High,100.0,100.0,100.0,88,ok,High Risk because high price volatility and prices are trending downward.
2024-12-07,Apple,Gondal(Veg.market Gondal),13000.0,45.0,Medium,100.0,0.0,100.0,89,ok,Medium Risk because high price volatility and prices are trending upward.
2024-12-08,Apple,Gondal(Veg.market Gondal),10250.0,46.3,Medium,100.0,3.7,100.0,90,ok,Medium Risk because high price volatility and prices are trending upward.
2024-12-09,Apple,Gondal(Veg.market Gondal),7000.0,80.0,High,100.0,100.0,100.0,91,ok,High Risk because high price volatility and prices are trending downward.
2024-12-10,Apple,Gondal(Veg.market Gondal),8000.0,45.83,Medium,100.0,2.38,100.0,92,ok,Medium Risk because high price volatility and prices are trending upward.
2024-12-12,Apple,Gondal(Veg.market Gondal),9000.0,62.5,Medium,100.0,50.0,100.0,93,ok,Medium Risk because high price volatility and prices are relatively stable.
2024-12-13,Apple,Gondal(Veg.market Gondal),11500.0,75.96,High,100.0,88.46,100.0,94,ok,High Risk because high price volatility and prices are trending downward.
2024-12-14,Apple,Gondal(Veg.market Gondal),8500.0,45.0,Medium,100.0,0.0,100.0,95,ok,Medium Risk because high price volatility and prices are trending upward.
2024-12-15,Apple,Gondal(Veg.market Gondal),12000.0,71.47,High,100.0,75.64,100.0,96,ok,High Risk because high price volatility and prices are trending downward.
2024-12-16,Apple,Gondal(Veg.market Gondal),8000.0,80.0,High,100.0,100.0,100.0,97,ok,High Risk because high price volatility and prices are trending downward.
2024-12-17,Apple,Gondal(Veg.market Gondal),9000.0,45.0,Medium,100.0,0.0,100.0,98,ok,Medium Risk because high price volatility and prices are trending upward.
